student_id,name,gender,ethnicity,parent_education,lunch,test_prep,attendance_pct,study_hours_per_day,assignment_completion_pct,sleep_hours,social_media_hours,stress_level,extracurricular_hours,math,reading,writing,science,history,source,gender_encoded,ethnicity_encoded,parent_education_encoded,lunch_encoded,test_prep_encoded,final_score,pass_fail
481,Student_0481,male,group B,high school,standard,completed,85.6,5.1,76.1,7.3,0.7,6,4.9,73,71,68,68,67,kaggle,1,1,1,1,1,69.4,1
482,Student_0482,female,group D,associate's degree,free/reduced,none,76.9,3.5,84.9,5.3,2.6,5,0.2,52,59,56,60,60,kaggle,0,3,3,0,0,57.4,1
483,Student_0483,male,group C,some college,free/reduced,none,76.7,5.7,91.8,7.2,1.2,4,2.3,68,68,61,63,81,kaggle,1,2,2,0,0,68.2,1
484,Student_0484,male,group A,high school,standard,none,81.7,3.3,65.8,7.2,3.0,4,2.6,59,52,46,56,44,kaggle,1,0,1,1,0,51.4,1
485,Student_0485,female,group B,associate's degree,standard,none,76.7,3.8,67.0,6.5,2.4,1,4.1,49,52,54,52,73,kaggle,0,1,3,1,0,56.0,1
486,Student_0486,male,group C,high school,standard,none,79.4,5.3,86.9,7.2,0.3,4,7.6,70,74,71,65,78,kaggle,1,2,1,1,0,71.6,1
487,Student_0487,male,group D,some college,free/reduced,none,78.2,2.6,69.6,8.5,2.8,4,2.8,61,47,56,68,59,kaggle,1,3,2,0,0,58.2,1
488,Student_0488,female,group C,associate's degree,free/reduced,none,80.5,3.1,79.5,8.1,1.3,4,1.7,60,75,74,70,66,kaggle,0,2,3,0,0,69.0,1
489,Student_0489,male,group B,some high school,standard,completed,90.8,2.7,74.2,6.6,3.1,3,3.9,64,53,57,63,63,kaggle,1,1,0,1,1,60.0,1
490,Student_0490,male,group A,associate's degree,free/reduced,completed,93.7,6.1,72.1,6.4,1.6,2,6.2,79,82,82,82,73,kaggle,1,0,3,0,1,79.6,1
491,Student_0491,female,group A,associate's degree,free/reduced,none,87.6,4.3,82.6,7.4,2.1,3,4.2,65,85,76,69,88,kaggle,0,0,3,0,0,76.6,1
492,Student_0492,female,group C,associate's degree,standard,none,92.2,6.3,73.2,7.3,1.1,5,2.3,64,64,70,58,60,kaggle,0,2,3,1,0,63.2,1
493,Student_0493,female,group C,some college,standard,none,91.0,4.8,84.2,8.2,0.9,2,5.9,83,83,90,73,81,kaggle,0,2,2,1,0,82.0,1
494,Student_0494,female,group C,bachelor's degree,standard,none,86.6,5.5,98.3,7.4,1.0,6,5.4,81,88,90,78,80,kaggle,0,2,4,1,0,83.4,1
495,Student_0495,female,group B,high school,standard,none,91.2,5.3,67.2,7.8,3.0,4,1.9,54,64,68,52,59,kaggle,0,1,1,1,0,59.4,1
496,Student_0496,male,group D,high school,standard,completed,87.5,5.9,83.7,9.0,3.7,2,4.2,68,64,66,62,72,kaggle,1,3,1,1,1,66.4,1
497,Student_0497,female,group C,some college,standard,none,75.2,5.2,68.7,7.9,1.7,4,4.5,54,48,52,51,59,kaggle,0,2,2,1,0,52.8,1
498,Student_0498,female,group D,some college,free/reduced,completed,85.3,5.5,78.5,7.5,2.9,2,5.6,59,78,76,83,85,kaggle,0,3,2,0,1,76.2,1
499,Student_0499,female,group B,some high school,standard,none,80.9,5.2,84.4,7.4,0.0,1,3.6,66,69,68,44,55,kaggle,0,1,0,1,0,60.4,1
500,Student_0500,male,group E,some college,standard,none,80.0,5.1,83.9,7.3,0.6,6,3.4,76,71,72,70,80,kaggle,1,4,2,1,0,73.8,1
501,Student_0501,female,group D,master's degree,standard,none,93.1,5.5,88.2,8.6,0.7,4,6.0,74,79,82,87,98,kaggle,0,3,5,1,0,84.0,1
502,Student_0502,female,group B,associate's degree,standard,completed,100.0,5.1,97.3,7.4,0.0,4,2.8,94,87,92,84,81,kaggle,0,1,3,1,1,87.6,1
503,Student_0503,male,group C,some college,free/reduced,none,75.8,3.3,72.3,7.4,0.6,4,4.0,63,61,54,69,76,kaggle,1,2,2,0,0,64.6,1
504,Student_0504,female,group E,associate's degree,standard,completed,95.4,5.6,86.7,7.9,1.7,1,2.6,95,89,92,85,83,kaggle,0,4,3,1,1,88.8,1
505,Student_0505,female,group D,master's degree,free/reduced,none,77.0,3.4,62.9,6.9,2.3,3,4.6,40,59,54,48,49,kaggle,0,3,5,0,0,50.0,1
506,Student_0506,female,group B,some high school,standard,none,87.0,4.7,79.9,6.6,1.9,4,3.9,82,82,80,59,76,kaggle,0,1,0,1,0,75.8,1
507,Student_0507,male,group A,high school,standard,none,82.4,5.0,99.6,7.8,2.7,2,5.6,68,70,66,69,77,kaggle,1,0,1,1,0,70.0,1
508,Student_0508,male,group B,bachelor's degree,free/reduced,none,77.5,4.6,81.7,7.3,2.6,1,4.0,55,59,54,53,53,kaggle,1,1,4,0,0,54.8,1
509,Student_0509,male,group C,master's degree,standard,none,88.6,5.0,74.5,8.1,2.3,3,2.3,79,78,77,68,71,kaggle,1,2,5,1,0,74.6,1
510,Student_0510,female,group C,bachelor's degree,standard,none,87.3,6.6,79.9,7.4,1.3,3,6.7,86,92,87,78,89,kaggle,0,2,4,1,0,86.4,1
511,Student_0511,male,group D,some college,standard,none,88.4,3.8,85.0,8.6,0.6,4,6.3,76,71,73,85,71,kaggle,1,3,2,1,0,75.2,1
512,Student_0512,male,group A,some high school,standard,none,80.4,3.5,75.0,6.6,3.5,5,4.4,64,50,43,79,57,kaggle,1,0,0,1,0,58.6,1
513,Student_0513,male,group D,some high school,free/reduced,none,80.1,3.1,76.0,8.7,1.8,5,2.0,62,49,52,61,57,kaggle,1,3,0,0,0,56.2,1
514,Student_0514,female,group B,some high school,standard,completed,78.2,2.5,72.7,6.0,1.3,4,2.9,54,61,62,56,67,kaggle,0,1,0,1,1,60.0,1
515,Student_0515,female,group B,master's degree,free/reduced,completed,88.9,5.4,88.8,8.2,1.1,5,4.8,77,97,94,70,86,kaggle,0,1,5,0,1,84.8,1
516,Student_0516,female,group C,some high school,standard,completed,93.6,5.0,88.6,8.1,0.6,1,3.3,76,87,85,80,84,kaggle,0,2,0,1,1,82.4,1
517,Student_0517,female,group D,some college,standard,none,92.2,6.3,86.8,7.1,1.1,4,6.8,74,89,84,90,75,kaggle,0,3,2,1,0,82.4,1
518,Student_0518,female,group E,some college,standard,completed,81.4,5.1,65.0,7.9,2.2,4,4.1,66,74,73,66,83,kaggle,0,4,2,1,1,72.4,1
519,Student_0519,female,group D,some high school,standard,completed,87.7,3.9,80.4,8.6,2.1,1,0.0,66,78,78,50,71,kaggle,0,3,0,1,1,68.6,1
520,Student_0520,female,group B,high school,free/reduced,completed,91.2,6.2,76.4,5.8,0.9,1,4.5,67,78,79,75,85,kaggle,0,1,1,0,1,76.8,1
521,Student_0521,male,group D,some college,standard,none,73.9,4.8,74.9,7.8,1.8,3,2.8,71,49,52,70,53,kaggle,1,3,2,1,0,59.0,1
522,Student_0522,female,group C,associate's degree,standard,none,93.8,5.8,100.0,5.8,2.5,2,4.4,91,86,84,69,83,kaggle,0,2,3,1,0,82.6,1
523,Student_0523,male,group D,bachelor's degree,standard,none,80.1,3.9,78.2,6.6,2.7,5,2.9,69,58,57,66,57,kaggle,1,3,4,1,0,61.4,1
524,Student_0524,male,group C,master's degree,free/reduced,none,84.2,2.9,70.0,8.6,4.4,3,4.4,54,59,50,62,50,kaggle,1,2,5,0,0,55.0,1
525,Student_0525,male,group C,high school,standard,completed,76.6,3.3,77.1,6.8,3.6,3,4.7,53,52,49,56,41,kaggle,1,2,1,1,1,50.2,1
526,Student_0526,male,group E,some college,standard,none,74.7,5.0,79.5,6.5,3.3,3,3.9,68,60,59,58,54,kaggle,1,4,2,1,0,59.8,1
527,Student_0527,male,group C,some high school,free/reduced,completed,74.6,5.5,77.4,7.2,0.8,5,2.9,56,61,60,68,60,kaggle,1,2,0,0,1,61.0,1
528,Student_0528,female,group C,high school,free/reduced,none,78.4,4.4,71.2,8.8,3.4,4,2.7,36,53,43,47,55,kaggle,0,2,1,0,0,46.8,1
529,Student_0529,female,group D,bachelor's degree,free/reduced,none,78.0,2.6,78.9,5.6,2.8,4,2.6,29,41,47,32,58,kaggle,0,3,4,0,0,41.4,1
530,Student_0530,female,group C,associate's degree,standard,none,81.1,3.5,71.4,6.7,1.4,3,2.5,62,74,70,50,68,kaggle,0,2,3,1,0,64.8,1
531,Student_0531,female,group C,associate's degree,standard,completed,89.0,4.6,83.0,8.7,2.1,5,4.6,68,67,73,77,63,kaggle,0,2,3,1,1,69.6,1
532,Student_0532,female,group C,some high school,standard,none,72.1,2.2,64.2,8.8,3.4,3,3.7,47,54,53,59,46,kaggle,0,2,0,1,0,51.8,1
533,Student_0533,male,group E,associate's degree,standard,completed,82.8,4.3,79.1,7.3,2.7,6,5.7,62,61,58,63,66,kaggle,1,4,3,1,1,62.0,1
534,Student_0534,female,group E,associate's degree,standard,completed,85.0,5.2,82.1,6.8,0.5,3,6.4,79,88,94,74,97,kaggle,0,4,3,1,1,86.4,1
535,Student_0535,male,group B,high school,standard,completed,82.7,4.1,77.1,9.2,2.6,3,2.8,73,69,68,65,79,kaggle,1,1,1,1,1,70.8,1
536,Student_0536,female,group C,bachelor's degree,free/reduced,completed,88.4,3.6,81.6,8.9,1.0,7,5.3,66,83,83,62,85,kaggle,0,2,4,0,1,75.8,1
537,Student_0537,male,group C,associate's degree,standard,completed,77.6,4.2,80.0,7.9,2.5,2,1.8,51,60,58,54,67,kaggle,1,2,3,1,1,58.0,1
538,Student_0538,female,group D,high school,standard,none,81.0,3.6,81.3,6.7,1.9,3,4.4,51,66,62,43,79,kaggle,0,3,1,1,0,60.2,1
539,Student_0539,male,group E,bachelor's degree,standard,completed,92.2,3.8,73.3,7.6,1.6,1,3.2,85,66,71,67,71,kaggle,1,4,4,1,1,72.0,1
540,Student_0540,male,group A,associate's degree,standard,completed,89.6,3.3,91.2,7.7,2.0,4,3.1,97,92,86,83,90,kaggle,1,0,3,1,1,89.6,1
541,Student_0541,male,group C,high school,standard,completed,90.4,4.5,75.4,7.8,0.8,6,4.2,75,69,68,75,66,kaggle,1,2,1,1,1,70.6,1
542,Student_0542,male,group D,associate's degree,free/reduced,completed,83.5,6.4,76.4,8.9,3.5,6,0.2,79,82,80,75,67,kaggle,1,3,3,0,1,76.6,1
543,Student_0543,female,group C,associate's degree,standard,none,91.3,6.3,83.0,8.4,0.0,5,1.5,81,77,79,81,70,kaggle,0,2,3,1,0,77.6,1
544,Student_0544,female,group D,associate's degree,standard,none,98.8,5.1,87.2,7.0,0.7,3,4.3,82,95,89,92,87,kaggle,0,3,3,1,0,89.0,1
545,Student_0545,female,group D,master's degree,standard,none,71.9,3.7,94.2,8.6,2.4,3,3.7,64,63,66,72,66,kaggle,0,3,5,1,0,66.2,1
546,Student_0546,male,group E,some high school,free/reduced,completed,85.1,5.4,88.2,8.0,2.2,1,3.7,78,83,80,79,94,kaggle,1,4,0,0,1,82.8,1
547,Student_0547,female,group A,some high school,standard,completed,96.8,5.0,83.5,8.5,1.0,6,2.5,92,100,97,86,92,kaggle,0,0,0,1,1,93.4,1
548,Student_0548,male,group C,high school,standard,completed,84.3,4.6,74.9,8.7,1.9,4,2.5,72,67,64,61,76,kaggle,1,2,1,1,1,68.0,1
549,Student_0549,female,group C,high school,free/reduced,none,86.2,4.8,84.3,6.6,2.5,3,4.2,62,67,64,70,63,kaggle,0,2,1,0,0,65.2,1
550,Student_0550,male,group C,master's degree,standard,none,84.0,5.6,96.3,7.6,1.6,5,4.8,79,72,69,86,68,kaggle,1,2,5,1,0,74.8,1
551,Student_0551,male,group C,some high school,free/reduced,none,87.4,4.6,70.6,7.2,3.2,2,3.9,79,76,65,77,60,kaggle,1,2,0,0,0,71.4,1
552,Student_0552,male,group B,bachelor's degree,free/reduced,completed,90.7,5.3,76.0,6.6,2.2,3,6.3,87,90,88,97,78,kaggle,1,1,4,0,1,88.0,1
553,Student_0553,female,group B,associate's degree,standard,none,84.6,2.6,81.1,7.5,3.5,4,3.4,40,48,50,38,58,kaggle,0,1,3,1,0,46.8,1
554,Student_0554,male,group D,some college,free/reduced,none,86.6,3.7,81.6,9.5,1.0,4,2.6,77,62,64,60,65,kaggle,1,3,2,0,0,65.6,1
555,Student_0555,male,group E,associate's degree,standard,none,80.5,3.1,61.9,5.7,2.5,4,2.4,53,45,40,61,57,kaggle,1,4,3,1,0,51.2,1
556,Student_0556,female,group C,some college,free/reduced,none,73.3,3.0,66.1,7.0,2.7,2,0.3,32,39,33,46,46,kaggle,0,2,2,0,0,39.2,0
557,Student_0557,female,group C,associate's degree,standard,completed,83.2,5.2,60.9,8.0,0.9,4,3.6,55,72,79,74,71,kaggle,0,2,3,1,1,70.2,1
558,Student_0558,male,group C,master's degree,free/reduced,none,82.2,3.6,77.4,7.6,2.4,5,5.3,61,67,66,64,85,kaggle,1,2,5,0,0,68.6,1
559,Student_0559,female,group B,associate's degree,free/reduced,none,86.3,5.4,79.5,7.4,1.5,4,4.6,53,70,70,55,69,kaggle,0,1,3,0,0,63.4,1
560,Student_0560,male,group D,some high school,standard,none,83.0,4.1,85.0,6.5,2.6,5,5.8,73,66,62,67,75,kaggle,1,3,0,1,0,68.6,1
561,Student_0561,female,group D,some college,standard,completed,89.2,4.8,75.9,7.8,0.6,2,3.6,74,75,79,59,72,kaggle,0,3,2,1,1,71.8,1
562,Student_0562,female,group C,some college,standard,none,96.5,3.9,80.8,6.9,3.6,3,5.8,63,74,74,58,79,kaggle,0,2,2,1,0,69.6,1
563,Student_0563,male,group C,bachelor's degree,standard,completed,97.2,3.7,84.9,6.1,0.3,2,4.4,96,90,92,93,93,kaggle,1,2,4,1,1,92.8,1
564,Student_0564,female,group D,some college,free/reduced,completed,85.7,5.4,84.0,8.6,2.0,4,6.2,63,80,80,76,79,kaggle,0,3,2,0,1,75.6,1
565,Student_0565,male,group B,bachelor's degree,free/reduced,none,85.5,4.0,62.9,8.0,3.3,4,2.9,48,51,46,57,35,kaggle,1,1,4,0,0,47.4,1
566,Student_0566,male,group B,associate's degree,standard,none,76.6,3.0,64.8,7.2,2.1,5,3.9,48,43,45,38,51,kaggle,1,1,3,1,0,45.0,1
567,Student_0567,female,group E,bachelor's degree,free/reduced,completed,84.0,5.9,86.7,8.1,1.9,4,7.1,92,100,100,83,100,kaggle,0,4,4,0,1,95.0,1
568,Student_0568,female,group D,master's degree,free/reduced,completed,81.0,4.9,84.6,8.4,0.7,4,3.5,61,71,78,55,77,kaggle,0,3,5,0,1,68.4,1
569,Student_0569,male,group B,high school,free/reduced,none,71.4,2.4,77.3,7.5,3.9,4,3.4,63,48,47,69,57,kaggle,1,1,1,0,0,56.8,1
570,Student_0570,male,group D,bachelor's degree,free/reduced,none,83.5,4.0,77.2,8.2,2.0,2,5.6,68,68,67,62,54,kaggle,1,3,4,0,0,63.8,1
571,Student_0571,male,group B,some college,standard,completed,86.7,5.2,81.3,7.3,1.2,3,3.7,71,75,70,62,66,kaggle,1,1,2,1,1,68.8,1
572,Student_0572,male,group A,bachelor's degree,standard,none,100.0,4.6,81.4,8.9,0.9,2,2.7,91,96,92,85,91,kaggle,1,0,4,1,0,91.0,1
573,Student_0573,female,group C,some college,standard,none,83.7,4.1,71.4,7.6,3.1,3,6.5,53,62,56,54,65,kaggle,0,2,2,1,0,58.0,1
574,Student_0574,female,group C,high school,free/reduced,completed,81.9,2.9,74.6,7.6,1.6,3,2.7,50,66,64,71,76,kaggle,0,2,1,0,1,65.4,1
575,Student_0575,female,group E,high school,standard,none,91.7,5.1,100.0,6.6,1.0,2,4.3,74,81,71,68,74,kaggle,0,4,1,1,0,73.6,1
576,Student_0576,male,group A,associate's degree,free/reduced,completed,68.7,3.4,61.9,7.5,2.3,1,4.7,40,55,53,41,61,kaggle,1,0,3,0,1,50.0,1
577,Student_0577,male,group A,some college,standard,completed,82.6,2.4,82.6,6.7,1.2,3,2.3,61,51,52,42,56,kaggle,1,0,2,1,1,52.4,1
578,Student_0578,female,group B,high school,standard,none,95.0,6.3,95.5,7.3,3.2,3,3.0,81,91,89,79,77,kaggle,0,1,1,1,0,83.4,1
579,Student_0579,female,group B,some college,free/reduced,completed,73.8,3.1,74.0,6.7,1.8,2,3.5,48,56,58,51,42,kaggle,0,1,2,0,1,51.0,1
580,Student_0580,female,group D,master's degree,standard,none,88.9,3.4,87.6,6.6,3.0,4,0.7,53,61,68,48,69,kaggle,0,3,5,1,0,59.8,1
581,Student_0581,female,group D,some high school,standard,none,94.1,5.7,93.3,9.6,1.5,6,4.2,81,97,96,91,91,kaggle,0,3,0,1,0,91.2,1
582,Student_0582,female,group E,some high school,standard,none,86.5,5.9,87.1,8.7,0.7,5,4.5,77,79,80,79,72,kaggle,0,4,0,1,0,77.4,1
583,Student_0583,female,group D,bachelor's degree,free/reduced,none,89.6,3.8,80.3,9.1,1.9,6,3.4,63,73,78,66,61,kaggle,0,3,4,0,0,68.2,1
584,Student_0584,female,group D,associate's degree,standard,completed,99.2,4.8,91.6,6.7,2.5,4,1.7,73,75,80,82,81,kaggle,0,3,3,1,1,78.2,1
585,Student_0585,female,group D,some college,standard,none,88.2,5.1,89.8,7.7,1.6,5,6.4,69,77,77,76,73,kaggle,0,3,2,1,0,74.4,1
586,Student_0586,female,group C,associate's degree,standard,none,87.9,5.2,76.8,6.6,3.0,2,4.0,65,76,76,62,79,kaggle,0,2,3,1,0,71.6,1
587,Student_0587,female,group A,high school,standard,none,82.8,4.5,69.3,6.9,3.0,3,5.8,55,73,73,55,87,kaggle,0,0,1,1,0,68.6,1
588,Student_0588,female,group C,bachelor's degree,free/reduced,none,77.7,3.5,71.7,6.6,3.2,1,2.9,44,63,62,63,47,kaggle,0,2,4,0,0,55.8,1
589,Student_0589,female,group C,some college,standard,none,87.5,3.4,69.9,8.4,1.7,5,2.1,54,64,65,63,60,kaggle,0,2,2,1,0,61.2,1
590,Student_0590,female,group A,some high school,standard,none,78.6,4.1,74.4,7.1,1.1,6,3.8,48,66,65,60,65,kaggle,0,0,0,1,0,60.8,1
591,Student_0591,male,group C,some college,free/reduced,none,82.3,3.0,81.8,8.2,1.7,3,2.9,58,57,54,53,71,kaggle,1,2,2,0,0,58.6,1
592,Student_0592,male,group A,some high school,standard,none,80.9,1.7,72.3,7.9,2.4,3,1.7,71,62,50,71,47,kaggle,1,0,0,1,0,60.2,1
593,Student_0593,male,group E,bachelor's degree,standard,none,87.4,4.7,78.0,9.3,2.5,2,5.9,68,68,64,61,83,kaggle,1,4,4,1,0,68.8,1
594,Student_0594,female,group E,high school,standard,none,89.0,5.4,82.6,6.4,0.0,4,3.0,74,76,73,71,75,kaggle,0,4,1,1,0,73.8,1
595,Student_0595,female,group C,bachelor's degree,standard,completed,99.3,4.0,99.4,9.0,1.1,4,2.1,92,100,99,98,91,kaggle,0,2,4,1,1,96.0,1
596,Student_0596,female,group C,bachelor's degree,standard,completed,83.1,3.6,63.8,8.5,2.1,1,5.8,56,79,72,60,73,kaggle,0,2,4,1,1,68.0,1
597,Student_0597,male,group B,high school,free/reduced,none,70.6,2.6,52.3,6.1,3.0,5,1.2,30,24,15,26,29,kaggle,1,1,1,0,0,24.8,0
598,Student_0598,male,group A,some high school,standard,none,75.6,5.2,72.3,8.1,3.7,4,2.2,53,54,48,48,64,kaggle,1,0,0,1,0,53.4,1
599,Student_0599,female,group D,high school,standard,none,84.7,4.7,89.9,7.9,2.2,3,1.3,69,77,73,78,65,kaggle,0,3,1,1,0,72.4,1
600,Student_0600,female,group D,some high school,standard,none,89.7,4.2,79.6,7.5,3.0,4,6.7,65,82,81,72,81,kaggle,0,3,0,1,0,76.2,1
601,Student_0601,female,group D,master's degree,standard,none,86.5,3.8,61.4,6.7,2.0,3,1.4,54,60,63,58,60,kaggle,0,3,5,1,0,59.0,1
602,Student_0602,female,group C,high school,standard,none,69.2,3.6,64.0,6.4,4.1,4,2.3,29,29,30,36,34,kaggle,0,2,1,1,0,31.6,0
603,Student_0603,female,group E,some college,standard,none,92.7,4.4,79.6,9.3,3.3,3,5.5,76,78,80,77,97,kaggle,0,4,2,1,0,81.6,1
604,Student_0604,male,group D,high school,free/reduced,none,88.6,3.2,64.7,7.3,3.6,5,3.9,60,57,51,54,62,kaggle,1,3,1,0,0,56.8,1
605,Student_0605,male,group D,master's degree,free/reduced,completed,93.4,5.0,84.5,8.4,0.3,3,4.4,84,89,90,82,90,kaggle,1,3,5,0,1,87.0,1
606,Student_0606,male,group C,some high school,standard,none,95.3,3.7,78.5,6.9,1.7,4,1.2,75,72,62,65,77,kaggle,1,2,0,1,0,70.2,1
607,Student_0607,female,group C,associate's degree,standard,none,86.2,5.3,82.6,7.1,1.1,1,3.1,85,84,82,72,68,kaggle,0,2,3,1,0,78.2,1
608,Student_0608,female,group C,master's degree,free/reduced,none,74.0,4.8,54.9,8.1,3.0,3,3.3,40,58,54,48,74,kaggle,0,2,5,0,0,54.8,1
609,Student_0609,female,group E,some college,standard,none,74.8,4.4,82.4,6.4,2.8,5,2.3,61,64,62,60,45,kaggle,0,4,2,1,0,58.4,1
610,Student_0610,female,group B,associate's degree,standard,none,91.1,3.9,84.9,7.1,1.3,4,3.8,58,63,65,61,59,kaggle,0,1,3,1,0,61.2,1
611,Student_0611,male,group D,some college,free/reduced,completed,87.5,4.0,81.6,7.5,2.1,5,4.6,69,60,63,67,60,kaggle,1,3,2,0,1,63.8,1
612,Student_0612,female,group C,some college,standard,none,83.0,2.8,67.5,7.5,0.2,6,4.9,58,59,66,31,69,kaggle,0,2,2,1,0,56.6,1
613,Student_0613,male,group C,bachelor's degree,standard,completed,93.9,6.3,89.4,7.7,2.7,4,2.8,94,90,91,78,87,kaggle,1,2,4,1,1,88.0,1
614,Student_0614,female,group C,associate's degree,standard,none,81.0,4.5,81.0,7.9,1.3,3,7.2,65,77,74,65,73,kaggle,0,2,3,1,0,70.8,1
615,Student_0615,female,group A,associate's degree,standard,none,100.0,5.3,93.9,8.4,1.4,2,5.7,82,93,93,92,87,kaggle,0,0,3,1,0,89.4,1
616,Student_0616,female,group C,high school,standard,none,85.6,6.9,83.0,8.1,1.7,1,3.7,60,68,72,55,62,kaggle,0,2,1,1,0,63.4,1
617,Student_0617,female,group E,bachelor's degree,standard,none,77.5,3.2,59.9,6.3,3.9,4,4.2,37,45,38,49,37,kaggle,0,4,4,1,0,41.2,1
618,Student_0618,male,group D,bachelor's degree,standard,none,93.5,4.5,87.1,7.5,0.0,3,7.9,88,78,83,90,84,kaggle,1,3,4,1,0,84.6,1
619,Student_0619,male,group D,master's degree,standard,none,93.4,5.0,91.5,8.8,1.4,3,2.3,95,81,84,71,85,kaggle,1,3,5,1,0,83.2,1
620,Student_0620,male,group C,associate's degree,free/reduced,completed,86.7,5.4,89.5,8.2,1.8,3,3.4,65,73,68,71,83,kaggle,1,2,3,0,1,72.0,1
621,Student_0621,female,group C,high school,free/reduced,none,76.0,3.6,74.9,6.2,2.0,4,0.0,35,61,54,45,54,kaggle,0,2,1,0,0,49.8,1
622,Student_0622,male,group B,bachelor's degree,free/reduced,none,85.5,2.9,80.7,7.7,3.9,1,3.7,62,63,56,59,68,kaggle,1,1,4,0,0,61.6,1
623,Student_0623,male,group C,high school,free/reduced,completed,90.5,4.4,72.4,5.7,1.5,2,3.7,58,51,52,52,54,kaggle,1,2,1,0,1,53.4,1
624,Student_0624,male,group A,some college,standard,completed,99.9,5.2,100.0,7.9,2.0,3,4.7,100,96,86,82,96,kaggle,1,0,2,1,1,92.0,1
625,Student_0625,female,group E,bachelor's degree,free/reduced,none,91.1,5.5,78.0,8.9,2.5,6,2.4,61,58,62,83,71,kaggle,0,4,4,0,0,67.0,1
626,Student_0626,male,group D,some college,standard,completed,92.0,6.8,88.3,7.2,2.3,2,1.9,100,97,99,95,93,kaggle,1,3,2,1,1,96.8,1
627,Student_0627,male,group B,associate's degree,free/reduced,completed,80.3,4.0,88.5,6.8,1.3,4,4.3,69,70,63,77,65,kaggle,1,1,3,0,1,68.8,1
628,Student_0628,male,group D,associate's degree,standard,none,79.9,4.6,75.7,7.9,1.7,5,5.2,61,48,46,62,60,kaggle,1,3,3,1,0,55.4,1
629,Student_0629,male,group D,some college,free/reduced,none,80.5,3.6,67.2,6.0,3.6,3,2.1,49,57,46,43,62,kaggle,1,3,2,0,0,51.4,1
630,Student_0630,female,group C,some high school,standard,completed,85.5,4.2,66.6,6.7,2.9,5,3.7,44,51,55,56,52,kaggle,0,2,0,1,1,51.6,1
631,Student_0631,male,group D,some college,standard,none,76.6,4.7,80.6,8.0,0.4,2,1.3,67,64,70,74,57,kaggle,1,3,2,1,0,66.4,1
632,Student_0632,male,group B,high school,standard,none,93.0,3.7,82.2,7.0,1.4,5,4.4,79,60,65,62,62,kaggle,1,1,1,1,0,65.6,1
633,Student_0633,female,group B,bachelor's degree,standard,completed,86.3,4.2,83.2,7.4,2.2,4,3.4,66,74,81,76,88,kaggle,0,1,4,1,1,77.0,1
634,Student_0634,female,group C,high school,standard,none,87.7,6.0,88.5,8.3,2.4,3,3.2,75,88,85,82,92,kaggle,0,2,1,1,0,84.4,1
635,Student_0635,male,group D,some high school,standard,none,84.7,4.9,98.2,8.1,0.8,2,3.2,84,84,80,93,70,kaggle,1,3,0,1,0,82.2,1
636,Student_0636,male,group A,high school,standard,none,77.6,4.2,87.3,7.8,0.0,4,3.2,71,74,64,67,60,kaggle,1,0,1,1,0,67.2,1
637,Student_0637,female,group B,high school,free/reduced,completed,91.9,4.0,84.3,7.4,2.2,6,4.6,67,80,81,62,88,kaggle,0,1,1,0,1,75.6,1
638,Student_0638,female,group D,some high school,standard,completed,91.4,5.7,94.9,8.1,0.2,1,2.5,80,92,88,76,76,kaggle,0,3,0,1,1,82.4,1
639,Student_0639,male,group E,some college,standard,none,82.2,6.6,77.1,7.6,0.0,3,3.6,86,76,74,88,78,kaggle,1,4,2,1,0,80.4,1
640,Student_0640,female,group D,associate's degree,standard,none,80.8,3.9,85.0,8.0,0.0,4,3.9,76,74,73,57,68,kaggle,0,3,3,1,0,69.6,1
641,Student_0641,male,group D,high school,standard,none,77.7,3.4,81.7,6.8,3.4,5,1.3,41,52,51,35,69,kaggle,1,3,1,1,0,49.6,1
642,Student_0642,female,group D,associate's degree,free/reduced,completed,98.5,6.3,85.5,7.6,1.6,2,7.1,74,88,90,76,78,kaggle,0,3,3,0,1,81.2,1
643,Student_0643,female,group B,some high school,free/reduced,none,86.9,4.8,77.7,6.9,1.5,1,2.8,72,81,79,69,87,kaggle,0,1,0,0,0,77.6,1
644,Student_0644,female,group E,high school,standard,completed,80.8,5.2,79.3,7.6,3.1,5,3.1,74,79,80,73,79,kaggle,0,4,1,1,1,77.0,1
645,Student_0645,male,group B,high school,standard,none,83.3,3.4,69.9,6.8,2.7,5,2.1,70,65,60,75,67,kaggle,1,1,1,1,0,67.4,1
646,Student_0646,female,group B,bachelor's degree,standard,completed,86.3,5.1,77.3,6.7,3.3,1,6.7,65,81,81,65,62,kaggle,0,1,4,1,1,70.8,1
647,Student_0647,female,group D,associate's degree,standard,none,70.9,4.1,74.7,7.7,0.7,3,4.4,59,70,65,49,51,kaggle,0,3,3,1,0,58.8,1
648,Student_0648,female,group E,high school,free/reduced,none,84.1,5.0,67.5,7.6,2.0,6,2.2,64,62,68,80,64,kaggle,0,4,1,0,0,67.6,1
649,Student_0649,female,group B,high school,standard,none,79.6,4.6,71.4,7.9,0.8,6,4.8,50,53,55,47,60,kaggle,0,1,1,1,0,53.0,1
650,Student_0650,female,group D,some college,standard,completed,91.4,6.9,89.5,7.3,1.5,5,4.4,69,79,81,62,68,kaggle,0,3,2,1,1,71.8,1
